day,p3,p15,p50,p85,p97
1221,90.327,93.693,97.825,101.956,105.322
1222,90.345,93.713,97.846,101.98,105.347
1223,90.365,93.733,97.868,102.002,105.37
1224,90.383,93.753,97.889,102.026,105.395
1225,90.403,93.774,97.911,102.048,105.419
1226,90.421,93.793,97.932,102.071,105.444
1227,90.441,93.814,97.954,102.094,105.467
1228,90.459,93.833,97.975,102.117,105.492
1229,90.479,93.854,97.997,102.14,105.515
1230,90.497,93.873,98.018,102.163,105.54
1231,90.516,93.894,98.04,102.185,105.563
1232,90.534,93.913,98.061,102.209,105.588
1233,90.554,93.934,98.083,102.231,105.611
1234,90.572,93.953,98.104,102.254,105.636
1235,90.592,93.974,98.125,102.277,105.659
1236,90.61,93.993,98.147,102.3,105.684
1237,90.628,94.013,98.168,102.323,105.709
1238,90.647,94.033,98.19,102.346,105.732
1239,90.665,94.053,98.211,102.369,105.756
1240,90.685,94.073,98.232,102.391,105.779
1241,90.703,94.093,98.254,102.415,105.804
1242,90.723,94.113,98.275,102.437,105.827
1243,90.74,94.133,98.296,102.46,105.852
1244,90.76,94.153,98.318,102.482,105.875
1245,90.778,94.172,98.339,102.505,105.9
1246,90.798,94.193,98.36,102.528,105.923
1247,90.815,94.212,98.382,102.551,105.948
1248,90.835,94.233,98.403,102.573,105.971
1249,90.853,94.252,98.424,102.596,105.995
1250,90.872,94.272,98.445,102.618,106.018
1251,90.89,94.292,98.467,102.642,106.043
1252,90.91,94.312,98.488,102.664,106.066
1253,90.928,94.331,98.509,102.687,106.091
1254,90.947,94.352,98.53,102.709,106.113
1255,90.965,94.371,98.552,102.732,106.138
1256,90.984,94.391,98.573,102.754,106.161
1257,91.002,94.41,98.594,102.777,106.186
1258,91.022,94.431,98.615,102.799,106.208
1259,91.039,94.45,98.636,102.823,106.233
1260,91.059,94.47,98.658,102.845,106.256
1261,91.077,94.489,98.679,102.868,106.281
1262,91.096,94.51,98.7,102.89,106.303
1263,91.114,94.529,98.721,102.913,106.328
1264,91.133,94.549,98.742,102.935,106.351
1265,91.151,94.568,98.763,102.958,106.375
1266,91.171,94.589,98.784,102.98,106.398
1267,91.188,94.608,98.805,103.003,106.423
1268,91.208,94.628,98.827,103.025,106.445
1269,91.225,94.647,98.848,103.048,106.47
1270,91.245,94.667,98.869,103.07,106.493
1271,91.262,94.686,98.89,103.093,106.517
1272,91.282,94.707,98.911,103.115,106.54
1273,91.299,94.726,98.932,103.138,106.564
1274,91.317,94.745,98.953,103.161,106.589
1275,91.336,94.765,98.974,103.183,106.612
1276,91.354,94.784,98.995,103.206,106.636
1277,91.373,94.804,99.016,103.228,106.659
1278,91.391,94.823,99.037,103.25,106.683
1279,91.41,94.843,99.058,103.272,106.706
1280,91.427,94.863,99.079,103.295,106.73
1281,91.447,94.883,99.1,103.317,106.753
1282,91.464,94.902,99.121,103.34,106.777
1283,91.484,94.922,99.142,103.362,106.8
1284,91.501,94.941,99.163,103.385,106.824
1285,91.52,94.961,99.184,103.407,106.847
1286,91.538,94.98,99.205,103.429,106.871
1287,91.557,95,99.226,103.451,106.894
1288,91.575,95.019,99.246,103.474,106.918
1289,91.594,95.039,99.267,103.496,106.941
1290,91.611,95.058,99.288,103.519,106.965
1291,91.631,95.078,99.309,103.54,106.988
1292,91.648,95.097,99.33,103.563,107.012
1293,91.667,95.117,99.351,103.585,107.035
1294,91.685,95.136,99.372,103.608,107.059
1295,91.704,95.156,99.393,103.63,107.081
1296,91.721,95.175,99.413,103.652,107.106
1297,91.74,95.194,99.434,103.674,107.128
1298,91.758,95.213,99.455,103.697,107.152
1299,91.777,95.233,99.476,103.718,107.175
1300,91.794,95.252,99.497,103.741,107.199
1301,91.813,95.272,99.517,103.763,107.221
1302,91.831,95.291,99.538,103.785,107.246
1303,91.85,95.311,99.559,103.807,107.268
1304,91.867,95.33,99.58,103.83,107.292
1305,91.886,95.35,99.601,103.851,107.315
1306,91.904,95.368,99.621,103.874,107.339
1307,91.923,95.388,99.642,103.896,107.361
1308,91.94,95.407,99.663,103.918,107.385
1309,91.959,95.427,99.683,103.94,107.408
1310,91.976,95.446,99.704,103.963,107.432
1311,91.995,95.465,99.725,103.984,107.454
1312,92.013,95.484,99.746,104.007,107.478
1313,92.032,95.504,99.766,104.028,107.501
1314,92.049,95.523,99.787,104.051,107.525
1315,92.068,95.543,99.808,104.072,107.547
1316,92.085,95.561,99.828,104.095,107.571
1317,92.104,95.581,99.849,104.117,107.593
1318,92.121,95.6,99.87,104.139,107.618
1319,92.14,95.62,99.89,104.161,107.64
1320,92.157,95.638,99.911,104.183,107.664
1321,92.176,95.658,99.931,104.205,107.686
1322,92.195,95.678,99.952,104.226,107.708
1323,92.213,95.696,99.973,104.249,107.732
1324,92.232,95.716,99.993,104.27,107.755
1325,92.249,95.735,100.014,104.293,107.779
1326,92.268,95.754,100.034,104.314,107.801
1327,92.285,95.773,100.055,104.337,107.825
1328,92.304,95.793,100.075,104.358,107.847
1329,92.321,95.811,100.096,104.38,107.871
1330,92.34,95.831,100.116,104.402,107.893
1331,92.357,95.85,100.137,104.424,107.917
1332,92.376,95.869,100.157,104.446,107.939
1333,92.393,95.888,100.178,104.468,107.963
1334,92.412,95.907,100.198,104.489,107.985
1335,92.429,95.926,100.219,104.512,108.009
1336,92.447,95.946,100.239,104.533,108.031
1337,92.464,95.964,100.26,104.556,108.055
1338,92.483,95.984,100.28,104.577,108.077
1339,92.5,96.002,100.301,104.599,108.101
1340,92.519,96.022,100.321,104.621,108.123
1341,92.536,96.04,100.342,104.643,108.147
1342,92.555,96.06,100.362,104.664,108.169
1343,92.572,96.078,100.382,104.687,108.193
1344,92.591,96.098,100.403,104.708,108.215
1345,92.608,96.116,100.423,104.73,108.239
1346,92.626,96.136,100.444,104.751,108.261
1347,92.643,96.154,100.464,104.774,108.285
1348,92.662,96.174,100.484,104.795,108.307
1349,92.679,96.192,100.505,104.817,108.33
1350,92.698,96.212,100.525,104.838,108.352
1351,92.715,96.23,100.545,104.861,108.376
1352,92.733,96.25,100.566,104.882,108.398
1353,92.75,96.268,100.586,104.904,108.422
1354,92.769,96.287,100.606,104.925,108.444
1355,92.786,96.306,100.627,104.947,108.468
1356,92.804,96.325,100.647,104.969,108.489
1357,92.821,96.344,100.667,104.991,108.513
1358,92.84,96.363,100.688,105.012,108.535
1359,92.857,96.381,100.708,105.034,108.559
1360,92.875,96.401,100.728,105.055,108.581
1361,92.892,96.419,100.748,105.077,108.604
1362,92.911,96.438,100.769,105.099,108.626
1363,92.929,96.458,100.789,105.12,108.648
1364,92.946,96.476,100.809,105.142,108.672
1365,92.965,96.495,100.829,105.163,108.693
1366,92.982,96.514,100.849,105.185,108.717
1367,93,96.533,100.87,105.206,108.739
1368,93.017,96.551,100.89,105.228,108.763
1369,93.035,96.571,100.91,105.249,108.784
1370,93.052,96.589,100.93,105.271,108.808
1371,93.071,96.608,100.95,105.292,108.83
1372,93.087,96.626,100.97,105.314,108.853
1373,93.106,96.646,100.991,105.335,108.875
1374,93.123,96.664,101.011,105.357,108.899
1375,93.141,96.683,101.031,105.378,108.92
1376,93.158,96.701,101.051,105.4,108.944
1377,93.176,96.721,101.071,105.421,108.966
1378,93.193,96.739,101.091,105.443,108.989
1379,93.212,96.758,101.111,105.464,109.011
1380,93.228,96.776,101.131,105.486,109.034
1381,93.247,96.795,101.151,105.507,109.056
1382,93.263,96.814,101.171,105.529,109.08
1383,93.282,96.833,101.192,105.55,109.101
1384,93.298,96.851,101.212,105.572,109.125
1385,93.317,96.87,101.232,105.593,109.146
1386,93.333,96.888,101.252,105.615,109.17
1387,93.352,96.907,101.272,105.636,109.191
1388,93.37,96.927,101.292,105.657,109.213
1389,93.387,96.945,101.312,105.679,109.237
1390,93.405,96.964,101.332,105.7,109.258
1391,93.422,96.982,101.352,105.722,109.282
1392,93.44,97.001,101.372,105.742,109.303
1393,93.457,97.019,101.392,105.764,109.326
1394,93.475,97.038,101.412,105.785,109.348
1395,93.492,97.056,101.432,105.807,109.371
1396,93.51,97.075,101.452,105.828,109.393
1397,93.526,97.093,101.471,105.85,109.416
1398,93.545,97.112,101.491,105.87,109.438
1399,93.561,97.13,101.511,105.892,109.461
1400,93.58,97.149,101.531,105.913,109.483
1401,93.596,97.167,101.551,105.935,109.506
1402,93.614,97.186,101.571,105.956,109.528
1403,93.631,97.204,101.591,105.977,109.551
1404,93.649,97.223,101.611,105.998,109.572
1405,93.666,97.241,101.631,106.02,109.596
1406,93.684,97.26,101.651,106.041,109.617
1407,93.702,97.279,101.67,106.061,109.639
1408,93.719,97.297,101.69,106.083,109.662
1409,93.737,97.316,101.71,106.104,109.683
1410,93.753,97.334,101.73,106.126,109.707
1411,93.771,97.353,101.75,106.146,109.728
1412,93.788,97.371,101.77,106.168,109.751
1413,93.806,97.39,101.789,106.189,109.773
1414,93.822,97.408,101.809,106.21,109.796
1415,93.841,97.427,101.829,106.231,109.817
1416,93.857,97.445,101.849,106.253,109.84
1417,93.875,97.464,101.869,106.273,109.862
1418,93.892,97.482,101.888,106.295,109.885
1419,93.91,97.5,101.908,106.316,109.906
1420,93.926,97.518,101.928,106.337,109.93
1421,93.944,97.537,101.948,106.358,109.951
1422,93.961,97.555,101.967,106.38,109.974
1423,93.979,97.574,101.987,106.4,109.995
1424,93.997,97.593,102.007,106.421,110.017
1425,94.013,97.611,102.026,106.442,110.04
1426,94.031,97.629,102.046,106.463,110.061
1427,94.047,97.647,102.066,106.484,110.084
1428,94.066,97.666,102.086,106.505,110.105
1429,94.082,97.684,102.105,106.527,110.129
1430,94.1,97.703,102.125,106.547,110.15
1431,94.116,97.72,102.145,106.569,110.173
1432,94.134,97.739,102.164,106.589,110.194
1433,94.15,97.757,102.184,106.611,110.217
1434,94.169,97.776,102.204,106.631,110.238
1435,94.185,97.794,102.223,106.653,110.262
1436,94.203,97.812,102.243,106.673,110.283
1437,94.221,97.831,102.262,106.694,110.304
1438,94.237,97.849,102.282,106.715,110.327
1439,94.255,97.867,102.302,106.736,110.348
1440,94.271,97.885,102.321,106.757,110.371
1441,94.289,97.904,102.341,106.778,110.392
1442,94.305,97.922,102.36,106.799,110.415
1443,94.323,97.94,102.38,106.82,110.437
1444,94.34,97.958,102.4,106.841,110.46
1445,94.358,97.977,102.419,106.862,110.481
1446,94.374,97.994,102.439,106.883,110.504
1447,94.392,98.013,102.458,106.903,110.525
1448,94.408,98.031,102.478,106.925,110.548
1449,94.426,98.049,102.497,106.945,110.569
1450,94.444,98.068,102.517,106.966,110.59
1451,94.46,98.086,102.536,106.987,110.613
1452,94.478,98.104,102.556,107.007,110.634
1453,94.494,98.122,102.575,107.029,110.657
1454,94.512,98.141,102.595,107.049,110.678
1455,94.528,98.158,102.614,107.071,110.701
1456,94.546,98.177,102.634,107.091,110.722
1457,94.562,98.194,102.653,107.112,110.745
1458,94.58,98.213,102.673,107.133,110.766
1459,94.596,98.231,102.692,107.154,110.789
1460,94.614,98.249,102.712,107.174,110.81
1461,94.63,98.267,102.731,107.196,110.833
1462,94.648,98.285,102.751,107.216,110.854
1463,94.665,98.304,102.77,107.236,110.875
1464,94.681,98.321,102.79,107.258,110.898
1465,94.699,98.34,102.809,107.278,110.919
1466,94.715,98.357,102.828,107.299,110.941
1467,94.733,98.376,102.848,107.319,110.962
1468,94.749,98.394,102.867,107.341,110.985
1469,94.767,98.412,102.887,107.361,111.006
1470,94.783,98.43,102.906,107.382,111.029
1471,94.801,98.448,102.925,107.402,111.05
1472,94.817,98.466,102.945,107.424,111.073
1473,94.834,98.484,102.964,107.444,111.094
1474,94.852,98.503,102.983,107.464,111.114
1475,94.868,98.52,103.003,107.485,111.137
1476,94.886,98.538,103.022,107.506,111.158
1477,94.902,98.556,103.041,107.527,111.181
1478,94.92,98.574,103.061,107.547,111.202
1479,94.935,98.592,103.08,107.568,111.225
1480,94.953,98.61,103.099,107.588,111.245
1481,94.969,98.628,103.119,107.61,111.268
1482,94.987,98.646,103.138,107.63,111.289
1483,95.003,98.664,103.157,107.651,111.312
1484,95.02,98.682,103.177,107.671,111.333
1485,95.038,98.7,103.196,107.691,111.353
1486,95.054,98.718,103.215,107.712,111.376
1487,95.072,98.736,103.234,107.732,111.397
1488,95.088,98.754,103.254,107.754,111.42
1489,95.105,98.772,103.273,107.774,111.44
1490,95.121,98.789,103.292,107.795,111.463
1491,95.139,98.808,103.311,107.815,111.484
1492,95.155,98.825,103.331,107.836,111.507
1493,95.172,98.843,103.35,107.856,111.527
1494,95.188,98.861,103.369,107.877,111.55
1495,95.206,98.879,103.388,107.897,111.571
1496,95.223,98.897,103.407,107.917,111.591
1497,95.239,98.915,103.427,107.938,111.614
1498,95.257,98.933,103.446,107.958,111.635
1499,95.272,98.95,103.465,107.98,111.658
1500,95.29,98.969,103.484,108,111.678
1501,95.306,98.986,103.503,108.021,111.701
1502,95.323,99.004,103.523,108.041,111.722
1503,95.339,99.022,103.542,108.062,111.744
1504,95.357,99.04,103.561,108.082,111.765
1505,95.374,99.058,103.58,108.102,111.786
1506,95.39,99.075,103.599,108.123,111.808
1507,95.408,99.094,103.618,108.143,111.829
1508,95.423,99.111,103.637,108.164,111.851
1509,95.441,99.129,103.657,108.184,111.872
1510,95.457,99.146,103.676,108.205,111.895
1511,95.474,99.165,103.695,108.225,111.915
1512,95.49,99.182,103.714,108.246,111.938
1513,95.507,99.2,103.733,108.266,111.958
1514,95.525,99.218,103.752,108.286,111.979
1515,95.541,99.236,103.771,108.307,112.002
1516,95.558,99.254,103.79,108.326,112.022
1517,95.574,99.271,103.809,108.347,112.045
1518,95.591,99.289,103.828,108.367,112.065
1519,95.607,99.306,103.847,108.388,112.088
1520,95.625,99.325,103.866,108.408,112.108
1521,95.64,99.342,103.885,108.429,112.131
1522,95.658,99.36,103.905,108.449,112.151
1523,95.675,99.378,103.924,108.469,112.172
1524,95.691,99.395,103.943,108.49,112.194
1525,95.708,99.414,103.962,108.51,112.215
1526,95.724,99.431,103.981,108.531,112.237
1527,95.741,99.449,104,108.55,112.258
1528,95.757,99.466,104.019,108.571,112.28
1529,95.774,99.484,104.038,108.591,112.301
1530,95.79,99.501,104.057,108.612,112.323
1531,95.807,99.519,104.076,108.632,112.344
1532,95.825,99.537,104.095,108.652,112.364
1533,95.84,99.554,104.114,108.673,112.387
1534,95.858,99.573,104.132,108.692,112.407
1535,95.873,99.59,104.151,108.713,112.43
1536,95.891,99.608,104.17,108.733,112.45
1537,95.906,99.625,104.189,108.754,112.472
1538,95.924,99.643,104.208,108.774,112.493
1539,95.941,99.661,104.227,108.793,112.513
1540,95.956,99.678,104.246,108.814,112.536
1541,95.974,99.696,104.265,108.834,112.556
1542,95.989,99.713,104.284,108.855,112.579
1543,96.007,99.731,104.303,108.874,112.599
1544,96.022,99.748,104.322,108.895,112.621
1545,96.04,99.766,104.341,108.915,112.642
1546,96.055,99.783,104.36,108.936,112.664
1547,96.072,99.801,104.378,108.956,112.684
1548,96.09,99.819,104.397,108.975,112.705
1549,96.105,99.836,104.416,108.996,112.727
1550,96.122,99.854,104.435,109.016,112.748
1551,96.138,99.871,104.454,109.036,112.77
1552,96.155,99.889,104.473,109.056,112.79
1553,96.171,99.906,104.492,109.077,112.812
1554,96.188,99.924,104.51,109.097,112.833
1555,96.205,99.942,104.529,109.116,112.853
1556,96.221,99.959,104.548,109.137,112.875
1557,96.238,99.977,104.567,109.157,112.896
1558,96.253,99.994,104.586,109.177,112.918
1559,96.271,100.012,104.605,109.197,112.938
1560,96.286,100.029,104.623,109.218,112.961
1561,96.303,100.047,104.642,109.237,112.981
1562,96.318,100.064,104.661,109.258,113.003
1563,96.336,100.082,104.68,109.278,113.023
1564,96.353,100.1,104.698,109.297,113.044
1565,96.368,100.117,104.717,109.318,113.066
1566,96.386,100.134,104.736,109.338,113.086
1567,96.401,100.151,104.755,109.358,113.108
1568,96.418,100.169,104.774,109.378,113.129
1569,96.434,100.186,104.792,109.398,113.151
1570,96.451,100.204,104.811,109.418,113.171
1571,96.468,100.222,104.83,109.438,113.191
1572,96.483,100.239,104.848,109.458,113.214
1573,96.501,100.257,104.867,109.478,113.234
1574,96.516,100.273,104.886,109.498,113.256
1575,96.533,100.291,104.905,109.518,113.276
1576,96.548,100.308,104.923,109.538,113.298
1577,96.565,100.326,104.942,109.558,113.319
1578,96.583,100.344,104.961,109.578,113.339
1579,96.598,100.361,104.979,109.598,113.361
1580,96.615,100.379,104.998,109.618,113.381
1581,96.63,100.395,105.017,109.638,113.403
1582,96.647,100.413,105.035,109.658,113.423
1583,96.663,100.43,105.054,109.678,113.446
1584,96.68,100.448,105.073,109.698,113.466
1585,96.697,100.466,105.091,109.717,113.486
1586,96.712,100.482,105.11,109.738,113.508
1587,96.729,100.5,105.129,109.757,113.528
1588,96.744,100.517,105.147,109.778,113.55
1589,96.762,100.535,105.166,109.797,113.57
1590,96.777,100.551,105.185,109.818,113.592
1591,96.794,100.569,105.203,109.837,113.612
1592,96.811,100.587,105.222,109.857,113.633
1593,96.826,100.604,105.24,109.877,113.655
1594,96.843,100.621,105.259,109.897,113.675
1595,96.858,100.638,105.278,109.917,113.697
1596,96.876,100.656,105.296,109.937,113.717
1597,96.891,100.673,105.315,109.957,113.739
1598,96.908,100.69,105.333,109.976,113.759
1599,96.925,100.708,105.352,109.996,113.779
1600,96.94,100.725,105.371,110.016,113.801
1601,96.957,100.743,105.389,110.036,113.821
1602,96.972,100.759,105.408,110.056,113.843
1603,96.989,100.777,105.426,110.076,113.863
1604,97.004,100.793,105.445,110.096,113.885
1605,97.021,100.811,105.463,110.115,113.905
1606,97.038,100.829,105.482,110.135,113.925
1607,97.053,100.846,105.5,110.155,113.947
1608,97.07,100.863,105.519,110.174,113.967
1609,97.086,100.88,105.537,110.195,113.989
1610,97.103,100.898,105.556,110.214,114.009
1611,97.118,100.914,105.574,110.235,114.031
1612,97.135,100.932,105.593,110.254,114.051
1613,97.152,100.95,105.611,110.273,114.071
1614,97.167,100.966,105.63,110.294,114.093
1615,97.184,100.984,105.648,110.313,114.113
1616,97.199,101,105.667,110.333,114.135
1617,97.216,101.018,105.685,110.353,114.155
1618,97.231,101.034,105.704,110.373,114.177
1619,97.248,101.052,105.722,110.392,114.197
1620,97.264,101.07,105.741,110.411,114.217
1621,97.28,101.086,105.759,110.432,114.239
1622,97.296,101.104,105.778,110.451,114.259
1623,97.311,101.121,105.796,110.471,114.281
1624,97.328,101.138,105.814,110.491,114.3
1625,97.345,101.156,105.833,110.51,114.32
1626,97.36,101.172,105.851,110.53,114.342
1627,97.377,101.19,105.87,110.549,114.362
1628,97.392,101.206,105.888,110.57,114.384
1629,97.409,101.224,105.906,110.589,114.404
1630,97.424,101.24,105.925,110.609,114.426
1631,97.441,101.258,105.943,110.628,114.446
1632,97.458,101.275,105.962,110.648,114.465
1633,97.473,101.292,105.98,110.668,114.487
1634,97.49,101.309,105.998,110.687,114.507
1635,97.505,101.326,106.017,110.707,114.529
1636,97.521,101.344,106.035,110.727,114.549
1637,97.536,101.36,106.053,110.747,114.571
1638,97.553,101.378,106.072,110.766,114.59
1639,97.57,101.395,106.09,110.785,114.61
1640,97.585,101.411,106.108,110.805,114.632
1641,97.602,101.429,106.127,110.825,114.652
1642,97.617,101.445,106.145,110.845,114.674
1643,97.633,101.463,106.163,110.864,114.693
1644,97.65,101.48,106.182,110.883,114.713
1645,97.665,101.497,106.2,110.903,114.735
1646,97.682,101.514,106.218,110.922,114.755
1647,97.697,101.531,106.237,110.943,114.776
1648,97.714,101.548,106.255,110.962,114.796
1649,97.728,101.564,106.273,110.982,114.818
1650,97.745,101.582,106.292,111.001,114.838
1651,97.762,101.599,106.31,111.02,114.857
1652,97.777,101.616,106.328,111.04,114.879
1653,97.794,101.633,106.346,111.059,114.899
1654,97.808,101.65,106.365,111.079,114.921
1655,97.825,101.667,106.383,111.099,114.94
1656,97.842,101.684,106.401,111.118,114.96
1657,97.857,101.701,106.419,111.138,114.982
1658,97.874,101.718,106.438,111.157,115.001
1659,97.888,101.734,106.456,111.177,115.023
1660,97.905,101.752,106.474,111.196,115.043
1661,97.92,101.768,106.492,111.216,115.064
1662,97.936,101.786,106.51,111.235,115.084
1663,97.953,101.803,106.529,111.254,115.104
1664,97.968,101.819,106.547,111.274,115.125
1665,97.985,101.837,106.565,111.293,115.145
1666,97.999,101.853,106.583,111.313,115.167
1667,98.016,101.87,106.601,111.332,115.186
1668,98.033,101.888,106.62,111.351,115.206
1669,98.047,101.904,106.638,111.371,115.228
1670,98.064,101.921,106.656,111.39,115.247
1671,98.079,101.937,106.674,111.41,115.269
1672,98.096,101.955,106.692,111.429,115.289
1673,98.11,101.971,106.71,111.449,115.31
1674,98.127,101.988,106.728,111.468,115.33
1675,98.144,102.006,106.747,111.487,115.349
1676,98.158,102.022,106.765,111.507,115.371
1677,98.175,102.039,106.783,111.526,115.391
1678,98.19,102.056,106.801,111.546,115.412
1679,98.206,102.073,106.819,111.565,115.432
1680,98.223,102.09,106.837,111.584,115.451
1681,98.237,102.106,106.855,111.604,115.473
1682,98.254,102.124,106.873,111.623,115.492
1683,98.269,102.14,106.891,111.643,115.514
1684,98.285,102.157,106.909,111.662,115.533
1685,98.302,102.174,106.928,111.681,115.553
1686,98.317,102.19,106.946,111.701,115.575
1687,98.333,102.208,106.964,111.72,115.594
1688,98.348,102.224,106.982,111.74,115.616
1689,98.364,102.241,107,111.758,115.635
1690,98.379,102.257,107.018,111.778,115.657
1691,98.395,102.274,107.036,111.797,115.676
1692,98.412,102.292,107.054,111.816,115.696
1693,98.427,102.308,107.072,111.836,115.717
1694,98.443,102.325,107.09,111.855,115.737
1695,98.458,102.341,107.108,111.875,115.758
1696,98.474,102.358,107.126,111.894,115.778
1697,98.491,102.376,107.144,111.912,115.797
1698,98.505,102.392,107.162,111.932,115.819
1699,98.522,102.409,107.18,111.951,115.838
1700,98.536,102.425,107.198,111.971,115.859
1701,98.553,102.442,107.216,111.99,115.879
1702,98.57,102.459,107.234,112.009,115.898
1703,98.584,102.475,107.252,112.028,115.92
1704,98.601,102.492,107.27,112.047,115.939
1705,98.615,102.509,107.288,112.067,115.961
1706,98.631,102.526,107.306,112.086,115.98
1707,98.646,102.542,107.324,112.106,116.001
1708,98.662,102.559,107.342,112.124,116.021
1709,98.679,102.576,107.36,112.143,116.04
1710,98.693,102.592,107.378,112.163,116.062
1711,98.71,102.609,107.395,112.182,116.081
1712,98.724,102.625,107.413,112.201,116.102
1713,98.741,102.642,107.431,112.22,116.122
1714,98.757,102.659,107.449,112.239,116.141
1715,98.772,102.675,107.467,112.259,116.162
1716,98.788,102.692,107.485,112.277,116.182
1717,98.803,102.708,107.503,112.297,116.203
1718,98.819,102.726,107.521,112.316,116.222
1719,98.835,102.743,107.539,112.335,116.242
1720,98.85,102.759,107.557,112.354,116.263
1721,98.866,102.776,107.574,112.373,116.282
1722,98.881,102.792,107.592,112.393,116.304
1723,98.897,102.809,107.61,112.411,116.323
1724,98.913,102.826,107.628,112.43,116.342
1725,98.928,102.842,107.646,112.45,116.364
1726,98.944,102.859,107.664,112.468,116.383
1727,98.959,102.875,107.681,112.488,116.404
1728,98.975,102.892,107.699,112.507,116.423
1729,98.989,102.907,107.717,112.527,116.445
1730,99.006,102.925,107.735,112.545,116.464
1731,99.022,102.942,107.753,112.564,116.483
1732,99.036,102.957,107.771,112.584,116.505
1733,99.053,102.974,107.788,112.602,116.524
1734,99.067,102.99,107.806,112.622,116.545
1735,99.083,103.007,107.824,112.64,116.564
1736,99.1,103.024,107.842,112.659,116.583
1737,99.114,103.04,107.859,112.679,116.605
1738,99.13,103.057,107.877,112.697,116.624
1739,99.145,103.073,107.895,112.717,116.645
1740,99.161,103.09,107.913,112.735,116.664
1741,99.177,103.107,107.93,112.754,116.684
1742,99.192,103.123,107.948,112.774,116.705
1743,99.208,103.14,107.966,112.792,116.724
1744,99.222,103.155,107.984,112.812,116.745
1745,99.238,103.172,108.001,112.83,116.764
1746,99.255,103.189,108.019,112.849,116.783
1747,99.269,103.205,108.037,112.868,116.805
1748,99.285,103.222,108.055,112.887,116.824
1749,99.299,103.238,108.072,112.907,116.845
1750,99.316,103.255,108.09,112.925,116.864
1751,99.332,103.272,108.108,112.944,116.883
1752,99.346,103.287,108.125,112.963,116.904
1753,99.362,103.304,108.143,112.982,116.924
1754,99.377,103.32,108.161,113.001,116.945
1755,99.393,103.337,108.178,113.02,116.964
1756,99.409,103.354,108.196,113.038,116.983
1757,99.423,103.37,108.214,113.058,117.004
1758,99.44,103.386,108.231,113.076,117.023
1759,99.454,103.402,108.249,113.096,117.044
1760,99.47,103.419,108.267,113.114,117.063
1761,99.484,103.435,108.284,113.134,117.084
1762,99.5,103.452,108.302,113.152,117.103
1763,99.516,103.468,108.32,113.171,117.123
1764,99.531,103.484,108.337,113.19,117.144
1765,99.547,103.501,108.355,113.208,117.163
1766,99.561,103.517,108.372,113.228,117.184
1767,99.577,103.533,108.39,113.246,117.203
1768,99.593,103.55,108.408,113.265,117.222
1769,99.607,103.566,108.425,113.284,117.243
1770,99.624,103.583,108.443,113.303,117.262
1771,99.638,103.598,108.46,113.322,117.283
1772,99.654,103.615,108.478,113.341,117.302
1773,99.67,103.632,108.495,113.359,117.321
1774,99.684,103.648,108.513,113.378,117.342
1775,99.7,103.665,108.531,113.397,117.361
1776,99.714,103.68,108.548,113.416,117.382
1777,99.73,103.697,108.566,113.434,117.401
1778,99.746,103.714,108.583,113.453,117.42
1779,99.761,103.729,108.601,113.472,117.441
1780,99.777,103.746,108.618,113.491,117.46
1781,99.791,103.762,108.636,113.51,117.481
1782,99.807,103.778,108.653,113.528,117.5
1783,99.823,103.795,108.671,113.547,117.519
1784,99.837,103.811,108.688,113.566,117.54
1785,99.853,103.827,108.706,113.584,117.559
1786,99.867,103.843,108.723,113.604,117.58
1787,99.883,103.86,108.741,113.622,117.599
1788,99.899,103.876,108.758,113.64,117.617
1789,99.913,103.892,108.776,113.66,117.638
1790,99.929,103.909,108.793,113.678,117.657
1791,99.943,103.924,108.811,113.697,117.678
1792,99.959,103.941,108.828,113.716,117.697
1793,99.975,103.958,108.846,113.734,117.716
1794,99.989,103.973,108.863,113.753,117.737
1795,100.005,103.99,108.881,113.771,117.756
1796,100.019,104.005,108.898,113.791,117.777
1797,100.035,104.022,108.916,113.809,117.796
1798,100.051,104.039,108.933,113.827,117.814
1799,100.065,104.054,108.95,113.847,117.835
1800,100.081,104.071,108.968,113.865,117.854
1801,100.095,104.086,108.985,113.884,117.875
1802,100.111,104.103,109.003,113.902,117.894
1803,100.127,104.12,109.02,113.92,117.913
1804,100.141,104.135,109.037,113.94,117.934
1805,100.157,104.152,109.055,113.958,117.952
1806,100.171,104.167,109.072,113.977,117.973
1807,100.187,104.184,109.09,113.995,117.992
1808,100.203,104.2,109.107,114.014,118.011
1809,100.217,104.216,109.124,114.033,118.032
1810,100.233,104.232,109.142,114.051,118.051
1811,100.247,104.248,109.159,114.07,118.071
1812,100.263,104.264,109.176,114.088,118.09
1813,100.279,104.281,109.194,114.107,118.109
1814,100.293,104.296,109.211,114.126,118.13
1815,100.308,104.313,109.229,114.144,118.149
1816,100.322,104.328,109.246,114.163,118.169
1817,100.338,104.345,109.263,114.181,118.188
1818,100.354,104.362,109.281,114.199,118.207
1819,100.368,104.377,109.298,114.219,118.228
1820,100.384,104.393,109.315,114.237,118.246
1821,100.398,104.409,109.332,114.256,118.267
1822,100.414,104.425,109.35,114.274,118.286
1823,100.43,104.442,109.367,114.292,118.305
1824,100.443,104.457,109.384,114.311,118.325
1825,100.459,104.474,109.402,114.329,118.344
1826,100.475,104.49,109.419,114.347,118.363
1827,100.489,104.506,109.436,114.367,118.383
1828,100.505,104.522,109.454,114.385,118.402
