day,p3,p15,p50,p85,p97
1829,100.519,104.538,109.471,114.404,118.423
1830,100.534,104.554,109.488,114.422,118.442
1831,100.55,104.571,109.505,114.44,118.46
1832,100.564,104.586,109.523,114.459,118.481
1833,100.58,104.602,109.54,114.477,118.5
1834,100.594,104.618,109.557,114.496,118.52
1835,100.61,104.634,109.574,114.514,118.539
1836,100.625,104.651,109.592,114.532,118.558
1837,100.639,104.666,109.609,114.552,118.578
1838,100.655,104.682,109.626,114.57,118.597
1839,100.669,104.698,109.643,114.589,118.618
1840,100.684,104.714,109.66,114.607,118.636
1841,100.7,104.731,109.678,114.625,118.655
1842,100.714,104.746,109.695,114.644,118.676
1843,100.73,104.762,109.712,114.662,118.694
1844,100.744,104.778,109.729,114.681,118.715
1845,100.759,104.794,109.746,114.699,118.734
1846,100.775,104.81,109.764,114.717,118.752
1847,100.789,104.826,109.781,114.736,118.773
1848,100.805,104.842,109.798,114.754,118.791
1849,100.818,104.857,109.815,114.773,118.812
1850,100.834,104.874,109.832,114.791,118.831
1851,100.85,104.89,109.849,114.809,118.849
1852,100.863,104.905,109.867,114.828,118.87
1853,100.879,104.922,109.884,114.846,118.888
1854,100.893,104.937,109.901,114.865,118.909
1855,100.909,104.953,109.918,114.883,118.927
1856,100.924,104.97,109.935,114.901,118.946
