day,p3,p15,p50,p85,p97
0,46.324,47.922,49.884,51.846,53.445
1,46.496,48.096,50.06,52.024,53.624
2,46.669,48.27,50.236,52.201,53.803
3,46.843,48.445,50.412,52.378,53.981
4,47.016,48.619,50.588,52.556,54.159
5,47.189,48.794,50.764,52.733,54.338
6,47.362,48.968,50.939,52.911,54.517
7,47.536,49.143,51.115,53.088,54.694
8,47.709,49.317,51.291,53.265,54.873
9,47.882,49.492,51.467,53.442,55.051
10,48.056,49.666,51.643,53.619,55.23
11,48.23,49.841,51.819,53.796,55.407
12,48.404,50.016,51.994,53.973,55.585
13,48.577,50.19,52.17,54.15,55.763
14,48.751,50.365,52.346,54.327,55.942
15,48.899,50.515,52.498,54.481,56.097
16,49.045,50.663,52.649,54.634,56.252
17,49.191,50.811,52.799,54.787,56.407
18,49.336,50.958,52.948,54.939,56.56
19,49.481,51.104,53.097,55.089,56.713
20,49.624,51.249,53.244,55.239,56.864
21,49.766,51.393,53.391,55.388,57.015
22,49.908,51.537,53.536,55.535,57.164
23,50.049,51.679,53.681,55.682,57.312
24,50.188,51.82,53.824,55.828,57.46
25,50.327,51.961,53.966,55.972,57.606
26,50.464,52.1,54.108,56.116,57.752
27,50.601,52.238,54.249,56.259,57.896
28,50.736,52.376,54.388,56.4,58.04
29,50.871,52.512,54.527,56.542,58.183
30,51.005,52.648,54.665,56.681,58.324
31,51.138,52.783,54.801,56.82,58.464
32,51.27,52.916,54.937,56.958,58.604
33,51.401,53.049,55.071,57.094,58.742
34,51.53,53.18,55.205,57.23,58.879
35,51.659,53.311,55.337,57.364,59.016
36,51.787,53.44,55.469,57.498,59.15
37,51.914,53.568,55.599,57.63,59.284
38,52.039,53.695,55.729,57.762,59.418
39,52.164,53.822,55.857,57.892,59.549
40,52.288,53.947,55.984,58.021,59.68
41,52.41,54.071,56.11,58.149,59.81
42,52.533,54.195,56.236,58.276,59.939
43,52.654,54.318,56.36,58.402,60.066
44,52.774,54.439,56.483,58.528,60.193
45,52.892,54.559,56.606,58.652,60.319
46,53.011,54.679,56.727,58.775,60.443
47,53.128,54.797,56.847,58.897,60.567
48,53.243,54.915,56.967,59.018,60.69
49,53.36,55.032,57.085,59.138,60.811
50,53.474,55.148,57.203,59.257,60.932
51,53.587,55.263,57.319,59.376,61.051
52,53.699,55.376,57.435,59.493,61.17
53,53.811,55.49,57.55,59.61,61.288
54,53.922,55.602,57.664,59.726,61.405
55,54.032,55.713,57.777,59.84,61.521
56,54.141,55.824,57.889,59.954,61.636
57,54.25,55.934,58,60.067,61.751
58,54.358,56.043,58.111,60.179,61.864
59,54.464,56.15,58.221,60.291,61.978
60,54.57,56.258,58.33,60.402,62.09
61,54.676,56.365,58.438,60.512,62.201
62,54.78,56.471,58.546,60.622,62.312
63,54.885,56.577,58.654,60.73,62.422
64,54.989,56.682,58.76,60.838,62.531
65,55.092,56.787,58.866,60.946,62.641
66,55.195,56.891,58.972,61.053,62.748
67,55.297,56.994,59.077,61.16,62.857
68,55.399,57.097,59.181,61.265,62.963
69,55.499,57.198,59.284,61.37,63.07
70,55.599,57.299,59.387,61.475,63.176
71,55.699,57.4,59.489,61.578,63.28
72,55.797,57.5,59.591,61.682,63.385
73,55.895,57.6,59.692,61.784,63.489
74,55.992,57.698,59.792,61.886,63.592
75,56.09,57.797,59.892,61.987,63.694
76,56.186,57.894,59.991,62.088,63.796
77,56.282,57.991,60.089,62.188,63.897
78,56.377,58.087,60.187,62.287,63.998
79,56.471,58.183,60.284,62.386,64.097
80,56.565,58.278,60.381,62.484,64.197
81,56.658,58.373,60.477,62.581,64.295
82,56.751,58.466,60.572,62.677,64.393
83,56.843,58.559,60.667,62.774,64.49
84,56.934,58.652,60.761,62.869,64.587
85,57.025,58.744,60.854,62.964,64.682
86,57.116,58.836,60.947,63.058,64.777
87,57.204,58.926,61.039,63.152,64.873
88,57.294,59.016,61.13,63.245,64.967
89,57.382,59.106,61.221,63.337,65.06
90,57.47,59.195,61.312,63.428,65.153
91,57.557,59.283,61.401,63.52,65.246
92,57.644,59.371,61.49,63.61,65.337
93,57.73,59.458,61.579,63.7,65.428
94,57.815,59.544,61.667,63.79,65.519
95,57.901,59.631,61.754,63.878,65.608
96,57.984,59.716,61.841,63.966,65.698
97,58.069,59.801,61.927,64.054,65.786
98,58.151,59.885,62.013,64.141,65.875
99,58.235,59.969,62.098,64.227,65.962
100,58.316,60.052,62.183,64.313,66.049
101,58.398,60.135,62.267,64.398,66.135
102,58.479,60.217,62.35,64.483,66.221
103,58.56,60.299,62.433,64.567,66.305
104,58.64,60.379,62.515,64.65,66.39
105,58.719,60.46,62.597,64.734,66.475
106,58.798,60.54,62.678,64.816,66.557
107,58.876,60.619,62.758,64.898,66.641
108,58.954,60.698,62.838,64.979,66.723
109,59.032,60.776,62.918,65.06,66.804
110,59.108,60.854,62.997,65.14,66.886
111,59.184,60.931,63.075,65.22,66.967
112,59.26,61.008,63.153,65.299,67.047
113,59.335,61.084,63.231,65.378,67.127
114,59.41,61.16,63.308,65.455,67.205
115,59.484,61.235,63.384,65.533,67.283
116,59.558,61.31,63.46,65.61,67.362
117,59.631,61.384,63.535,65.686,67.439
118,59.704,61.457,63.61,65.762,67.516
119,59.776,61.53,63.684,65.838,67.593
120,59.848,61.603,63.758,65.913,67.668
121,59.919,61.675,63.831,65.987,67.744
122,59.989,61.747,63.904,66.061,67.819
123,60.06,61.818,63.977,66.135,67.893
124,60.13,61.889,64.048,66.208,67.967
125,60.199,61.959,64.12,66.28,68.04
126,60.268,62.029,64.191,66.352,68.113
127,60.337,62.098,64.261,66.424,68.185
128,60.405,62.167,64.331,66.495,68.257
129,60.473,62.236,64.401,66.565,68.329
130,60.54,62.304,64.47,66.635,68.4
131,60.607,62.372,64.538,66.705,68.47
132,60.672,62.438,64.607,66.775,68.541
133,60.738,62.505,64.674,66.844,68.611
134,60.804,62.572,64.742,66.912,68.68
135,60.869,62.638,64.809,66.98,68.748
136,60.934,62.704,64.876,67.047,68.817
137,60.998,62.768,64.942,67.115,68.886
138,61.062,62.833,65.007,67.182,68.953
139,61.126,62.898,65.073,67.248,69.02
140,61.189,62.962,65.138,67.314,69.087
141,61.251,63.025,65.203,67.38,69.154
142,61.314,63.089,65.267,67.445,69.22
143,61.377,63.152,65.331,67.51,69.285
144,61.438,63.214,65.395,67.575,69.351
145,61.5,63.277,65.458,67.639,69.416
146,61.56,63.338,65.521,67.703,69.481
147,61.621,63.4,65.583,67.767,69.545
148,61.682,63.462,65.646,67.83,69.609
149,61.742,63.522,65.708,67.893,69.673
150,61.802,63.583,65.769,67.955,69.736
151,61.861,63.643,65.83,68.018,69.8
152,61.921,63.703,65.891,68.079,69.862
153,61.979,63.762,65.952,68.141,69.925
154,62.038,63.822,66.012,68.202,69.986
155,62.096,63.881,66.072,68.263,70.049
156,62.154,63.94,66.132,68.324,70.109
157,62.211,63.998,66.191,68.384,70.171
158,62.268,64.056,66.25,68.445,70.233
159,62.326,64.114,66.309,68.504,70.292
160,62.382,64.171,66.367,68.564,70.353
161,62.439,64.229,66.426,68.622,70.412
162,62.495,64.285,66.484,68.682,70.472
163,62.55,64.342,66.541,68.741,70.532
164,62.607,64.399,66.599,68.798,70.59
165,62.661,64.455,66.656,68.857,70.65
166,62.716,64.51,66.713,68.915,70.709
167,62.772,64.566,66.769,68.972,70.766
168,62.826,64.622,66.825,69.029,70.825
169,62.88,64.676,66.882,69.087,70.883
170,62.934,64.731,66.937,69.143,70.941
171,62.987,64.786,66.993,69.2,70.999
172,63.042,64.841,67.048,69.256,71.055
173,63.095,64.895,67.104,69.312,71.112
174,63.148,64.948,67.158,69.368,71.169
175,63.201,65.002,67.213,69.424,71.226
176,63.253,65.056,67.268,69.48,71.282
177,63.307,65.109,67.322,69.534,71.337
178,63.359,65.162,67.376,69.59,71.393
179,63.411,65.215,67.43,69.645,71.449
180,63.463,65.268,67.484,69.699,71.505
181,63.514,65.32,67.537,69.754,71.56
182,63.566,65.373,67.59,69.808,71.615
183,63.617,65.425,67.644,69.862,71.67
184,63.668,65.476,67.696,69.916,71.725
185,63.719,65.528,67.749,69.97,71.779
186,63.769,65.58,67.802,70.024,71.834
187,63.82,65.631,67.854,70.077,71.888
188,63.87,65.682,67.906,70.13,71.942
189,63.921,65.733,67.958,70.183,71.996
190,63.971,65.784,68.01,70.236,72.05
191,64.021,65.835,68.062,70.289,72.103
192,64.07,65.885,68.113,70.341,72.156
193,64.12,65.936,68.165,70.394,72.21
194,64.169,65.986,68.216,70.446,72.262
195,64.219,66.036,68.267,70.498,72.315
196,64.268,66.086,68.318,70.55,72.368
197,64.315,66.135,68.369,70.602,72.422
198,64.364,66.185,68.419,70.653,72.474
199,64.413,66.234,68.47,70.705,72.526
200,64.462,66.283,68.52,70.756,72.578
201,64.51,66.333,68.57,70.807,72.63
202,64.558,66.382,68.62,70.858,72.681
203,64.605,66.43,68.67,70.91,72.734
204,64.653,66.479,68.72,70.96,72.786
205,64.701,66.528,68.769,71.011,72.837
206,64.749,66.576,68.819,71.061,72.888
207,64.796,66.624,68.868,71.112,72.94
208,64.843,66.672,68.917,71.162,72.991
209,64.891,66.72,68.966,71.212,73.042
210,64.938,66.768,69.015,71.262,73.092
211,64.984,66.816,69.064,71.312,73.144
212,65.031,66.864,69.113,71.362,73.194
213,65.078,66.911,69.162,71.412,73.245
214,65.124,66.958,69.21,71.462,73.296
215,65.171,67.006,69.258,71.511,73.346
216,65.218,67.053,69.307,71.56,73.396
217,65.263,67.1,69.355,71.61,73.447
218,65.31,67.147,69.403,71.659,73.497
219,65.355,67.194,69.451,71.708,73.547
220,65.401,67.241,69.499,71.757,73.597
221,65.447,67.288,69.547,71.806,73.646
222,65.492,67.334,69.595,71.855,73.697
223,65.538,67.381,69.642,71.903,73.746
224,65.583,67.427,69.69,71.953,73.796
225,65.629,67.473,69.737,72.001,73.845
226,65.674,67.519,69.784,72.05,73.895
227,65.719,67.566,69.832,72.098,73.944
228,65.764,67.611,69.879,72.146,73.994
229,65.809,67.657,69.926,72.194,74.042
230,65.854,67.703,69.973,72.243,74.092
231,65.899,67.749,70.02,72.29,74.14
232,65.943,67.794,70.067,72.339,74.19
233,65.988,67.84,70.113,72.386,74.238
234,66.032,67.885,70.16,72.434,74.287
235,66.077,67.931,70.206,72.482,74.335
236,66.121,67.976,70.253,72.53,74.385
237,66.166,68.022,70.299,72.577,74.433
238,66.21,68.067,70.346,72.625,74.482
239,66.253,68.111,70.392,72.673,74.531
240,66.298,68.157,70.438,72.72,74.578
241,66.342,68.201,70.484,72.767,74.627
242,66.385,68.246,70.53,72.815,74.676
243,66.43,68.291,70.576,72.862,74.723
244,66.473,68.336,70.622,72.909,74.772
245,66.517,68.381,70.668,72.956,74.819
246,66.561,68.425,70.714,73.003,74.868
247,66.604,68.469,70.76,73.05,74.916
248,66.648,68.514,70.806,73.097,74.963
249,66.691,68.559,70.851,73.144,75.011
250,66.734,68.603,70.897,73.191,75.06
251,66.777,68.647,70.942,73.238,75.108
252,66.821,68.691,70.988,73.284,75.155
253,66.863,68.735,71.033,73.331,75.203
254,66.906,68.779,71.078,73.377,75.251
255,66.949,68.823,71.124,73.424,75.298
256,66.992,68.867,71.169,73.47,75.345
257,67.035,68.911,71.214,73.517,75.393
258,67.077,68.955,71.259,73.563,75.44
259,67.12,68.998,71.304,73.61,75.488
260,67.163,69.042,71.349,73.655,75.534
261,67.206,69.086,71.394,73.702,75.582
262,67.248,69.129,71.439,73.748,75.629
263,67.29,69.172,71.483,73.794,75.677
264,67.332,69.216,71.528,73.84,75.724
265,67.375,69.26,71.573,73.885,75.77
266,67.417,69.303,71.617,73.931,75.817
267,67.459,69.346,71.662,73.977,75.864
268,67.501,69.389,71.706,74.023,75.911
269,67.543,69.432,71.75,74.069,75.958
270,67.584,69.475,71.795,74.115,76.005
271,67.626,69.517,71.839,74.161,76.052
272,67.668,69.56,71.883,74.206,76.099
273,67.711,69.604,71.927,74.251,76.144
274,67.752,69.646,71.971,74.296,76.191
275,67.794,69.689,72.015,74.342,76.237
276,67.835,69.731,72.059,74.387,76.284
277,67.876,69.774,72.103,74.433,76.33
278,67.918,69.816,72.147,74.478,76.377
279,67.959,69.859,72.191,74.523,76.423
280,68,69.901,72.235,74.568,76.469
281,68.041,69.943,72.278,74.613,76.516
282,68.082,69.985,72.322,74.658,76.562
283,68.123,70.028,72.366,74.703,76.608
284,68.164,70.07,72.409,74.748,76.654
285,68.205,70.112,72.452,74.793,76.7
286,68.246,70.154,72.496,74.838,76.746
287,68.286,70.196,72.539,74.882,76.792
288,68.327,70.237,72.582,74.927,76.837
289,68.368,70.279,72.625,74.972,76.883
290,68.408,70.321,72.668,75.016,76.929
291,68.449,70.363,72.712,75.06,76.974
292,68.489,70.404,72.754,75.105,77.02
293,68.53,70.446,72.797,75.149,77.065
294,68.57,70.487,72.84,75.193,77.11
295,68.61,70.528,72.883,75.238,77.156
296,68.65,70.57,72.926,75.282,77.201
297,68.691,70.611,72.968,75.326,77.246
298,68.731,70.652,73.011,75.37,77.291
299,68.769,70.693,73.054,75.414,77.338
300,68.809,70.734,73.096,75.458,77.383
301,68.849,70.775,73.138,75.502,77.427
302,68.889,70.816,73.181,75.546,77.472
303,68.929,70.857,73.223,75.589,77.517
304,68.969,70.898,73.265,75.633,77.562
305,69.009,70.938,73.308,75.677,77.606
306,69.048,70.979,73.35,75.72,77.651
307,69.086,71.019,73.392,75.764,77.697
308,69.126,71.06,73.434,75.808,77.741
309,69.165,71.1,73.476,75.851,77.786
310,69.205,71.141,73.518,75.894,77.83
311,69.244,71.181,73.559,75.937,77.875
312,69.284,71.222,73.601,75.98,77.919
313,69.321,71.262,73.643,76.024,77.964
314,69.361,71.302,73.685,76.067,78.008
315,69.4,71.342,73.726,76.11,78.052
316,69.439,71.382,73.768,76.153,78.096
317,69.478,71.422,73.809,76.196,78.14
318,69.516,71.462,73.851,76.239,78.186
319,69.554,71.502,73.892,76.282,78.229
320,69.593,71.542,73.933,76.325,78.273
321,69.632,71.582,73.975,76.367,78.317
322,69.67,71.621,74.016,76.411,78.362
323,69.708,71.661,74.057,76.453,78.405
324,69.747,71.7,74.098,76.496,78.449
325,69.786,71.74,74.139,76.538,78.492
326,69.823,71.779,74.18,76.581,78.537
327,69.861,71.819,74.221,76.623,78.58
328,69.9,71.858,74.262,76.665,78.624
329,69.937,71.897,74.303,76.708,78.668
330,69.975,71.936,74.343,76.75,78.711
331,70.014,71.976,74.384,76.793,78.755
332,70.052,72.015,74.425,76.834,78.798
333,70.089,72.053,74.465,76.877,78.842
334,70.127,72.093,74.506,76.919,78.885
335,70.165,72.132,74.546,76.961,78.928
336,70.202,72.17,74.587,77.003,78.972
337,70.24,72.209,74.627,77.045,79.015
338,70.278,72.248,74.668,77.087,79.058
339,70.314,72.287,74.708,77.129,79.102
340,70.352,72.326,74.748,77.171,79.144
341,70.39,72.364,74.788,77.212,79.187
342,70.426,72.403,74.829,77.254,79.231
343,70.464,72.441,74.869,77.296,79.273
344,70.502,72.48,74.909,77.337,79.316
345,70.538,72.518,74.949,77.379,79.359
346,70.576,72.557,74.989,77.42,79.402
347,70.612,72.595,75.029,77.462,79.445
348,70.649,72.633,75.068,77.504,79.487
349,70.687,72.672,75.108,77.545,79.53
350,70.723,72.709,75.148,77.587,79.573
351,70.76,72.748,75.188,77.627,79.615
352,70.796,72.785,75.227,77.669,79.659
353,70.833,72.824,75.267,77.71,79.701
354,70.87,72.862,75.307,77.751,79.743
355,70.906,72.899,75.346,77.793,79.786
356,70.943,72.938,75.386,77.833,79.828
357,70.979,72.975,75.425,77.875,79.871
358,71.016,73.013,75.464,77.916,79.913
359,71.052,73.05,75.504,77.957,79.956
360,71.089,73.089,75.543,77.998,79.997
361,71.124,73.126,75.582,78.039,80.04
362,71.161,73.164,75.622,78.079,80.082
363,71.198,73.202,75.661,78.12,80.123
364,71.234,73.239,75.7,78.161,80.166
365,71.27,73.277,75.739,78.202,80.208
366,71.306,73.314,75.778,78.243,80.25
367,71.343,73.351,75.817,78.283,80.292
368,71.378,73.388,75.856,78.324,80.335
369,71.414,73.426,75.895,78.364,80.376
370,71.45,73.463,75.934,78.405,80.418
371,71.486,73.5,75.973,78.445,80.46
372,71.521,73.537,76.012,78.486,80.502
373,71.558,73.575,76.051,78.526,80.543
374,71.593,73.611,76.089,78.567,80.586
375,71.629,73.649,76.128,78.607,80.627
376,71.664,73.685,76.167,78.648,80.669
377,71.7,73.723,76.205,78.687,80.71
378,71.735,73.759,76.244,78.728,80.752
379,71.771,73.797,76.282,78.768,80.793
380,71.806,73.833,76.321,78.808,80.835
381,71.841,73.869,76.359,78.849,80.877
382,71.877,73.906,76.398,78.889,80.918
383,71.912,73.943,76.436,78.929,80.96
384,71.948,73.98,76.474,78.968,81
385,71.982,74.016,76.512,79.009,81.042
386,72.018,74.053,76.551,79.048,81.083
387,72.053,74.089,76.589,79.088,81.125
388,72.089,74.126,76.627,79.128,81.165
389,72.123,74.162,76.665,79.168,81.207
390,72.157,74.198,76.703,79.208,81.249
391,72.193,74.235,76.741,79.247,81.289
392,72.227,74.271,76.779,79.287,81.331
393,72.263,74.307,76.817,79.326,81.371
394,72.297,74.343,76.855,79.366,81.412
395,72.331,74.379,76.893,79.406,81.454
396,72.367,74.416,76.93,79.445,81.494
397,72.401,74.451,76.968,79.485,81.535
398,72.436,74.488,77.006,79.524,81.575
399,72.47,74.523,77.044,79.564,81.617
400,72.504,74.559,77.081,79.603,81.658
401,72.54,74.595,77.119,79.642,81.698
402,72.574,74.631,77.156,79.682,81.739
403,72.607,74.666,77.194,79.721,81.78
404,72.643,74.703,77.231,79.76,81.82
405,72.676,74.738,77.269,79.799,81.861
406,72.711,74.774,77.306,79.838,81.901
407,72.745,74.81,77.343,79.877,81.942
408,72.779,74.845,77.381,79.917,81.983
409,72.814,74.881,77.418,79.955,82.022
410,72.847,74.916,77.455,79.994,82.063
411,72.881,74.951,77.492,80.033,82.104
412,72.916,74.987,77.53,80.072,82.143
413,72.949,75.022,77.567,80.111,82.184
414,72.983,75.057,77.604,80.15,82.225
415,73.017,75.093,77.641,80.188,82.264
416,73.051,75.128,77.678,80.227,82.304
417,73.084,75.163,77.715,80.266,82.345
418,73.119,75.198,77.751,80.304,82.384
419,73.152,75.233,77.788,80.343,82.425
420,73.185,75.268,77.825,80.382,82.465
421,73.22,75.304,77.862,80.42,82.504
422,73.253,75.338,77.899,80.459,82.544
423,73.286,75.373,77.935,80.497,82.585
424,73.32,75.409,77.972,80.535,82.624
425,73.353,75.443,78.009,80.574,82.664
426,73.386,75.478,78.045,80.613,82.704
427,73.419,75.512,78.082,80.651,82.744
428,73.453,75.548,78.118,80.689,82.783
429,73.486,75.582,78.155,80.727,82.823
430,73.519,75.616,78.191,80.766,82.863
431,73.553,75.652,78.228,80.803,82.902
432,73.586,75.686,78.264,80.842,82.942
433,73.619,75.72,78.3,80.88,82.982
434,73.651,75.755,78.336,80.918,83.022
435,73.685,75.79,78.373,80.956,83.06
436,73.718,75.824,78.409,80.994,83.1
437,73.75,75.858,78.445,81.032,83.14
438,73.783,75.892,78.481,81.07,83.18
439,73.817,75.927,78.517,81.108,83.218
440,73.849,75.961,78.553,81.146,83.258
441,73.882,75.995,78.589,81.184,83.297
442,73.914,76.029,78.625,81.222,83.337
443,73.948,76.064,78.661,81.259,83.375
444,73.98,76.098,78.697,81.297,83.414
445,74.012,76.132,78.733,81.335,83.454
446,74.045,76.166,78.769,81.373,83.494
447,74.078,76.2,78.805,81.41,83.532
448,74.11,76.234,78.841,81.447,83.571
449,74.143,76.268,78.876,81.485,83.61
450,74.175,76.302,78.912,81.523,83.65
451,74.208,76.336,78.948,81.56,83.688
452,74.24,76.37,78.984,81.597,83.727
453,74.272,76.403,79.019,81.635,83.766
454,74.304,76.437,79.055,81.673,83.805
455,74.336,76.47,79.09,81.71,83.844
456,74.37,76.505,79.126,81.747,83.882
457,74.401,76.538,79.161,81.784,83.921
458,74.433,76.572,79.197,81.822,83.96
459,74.465,76.605,79.232,81.859,83.999
460,74.497,76.639,79.268,81.897,84.038
461,74.53,76.673,79.303,81.933,84.076
462,74.562,76.706,79.338,81.97,84.115
463,74.593,76.739,79.374,82.008,84.154
464,74.625,76.773,79.409,82.045,84.193
465,74.657,76.806,79.444,82.082,84.231
466,74.69,76.84,79.479,82.119,84.269
467,74.721,76.873,79.515,82.156,84.308
468,74.753,76.906,79.55,82.193,84.346
469,74.784,76.939,79.585,82.23,84.385
470,74.816,76.973,79.62,82.267,84.424
471,74.847,77.006,79.655,82.304,84.462
472,74.88,77.039,79.69,82.34,84.499
473,74.912,77.072,79.725,82.377,84.538
474,74.943,77.105,79.76,82.414,84.577
475,74.974,77.138,79.795,82.451,84.615
476,75.006,77.171,79.83,82.488,84.654
477,75.037,77.204,79.864,82.525,84.692
478,75.069,77.238,79.899,82.561,84.729
479,75.101,77.271,79.934,82.598,84.768
480,75.132,77.303,79.969,82.634,84.806
481,75.163,77.336,80.004,82.671,84.844
482,75.194,77.369,80.038,82.708,84.883
483,75.225,77.401,80.073,82.744,84.921
484,75.256,77.434,80.108,82.781,84.959
485,75.289,77.468,80.142,82.817,84.996
486,75.32,77.5,80.177,82.853,85.034
487,75.351,77.533,80.211,82.89,85.072
488,75.382,77.565,80.246,82.926,85.11
489,75.412,77.598,80.28,82.963,85.148
490,75.443,77.63,80.315,82.999,85.186
491,75.474,77.663,80.349,83.036,85.224
492,75.506,77.696,80.384,83.071,85.261
493,75.537,77.728,80.418,83.108,85.299
494,75.568,77.761,80.452,83.144,85.337
495,75.599,77.793,80.487,83.18,85.375
496,75.629,77.825,80.521,83.217,85.413
497,75.66,77.858,80.555,83.253,85.451
498,75.691,77.89,80.59,83.289,85.488
499,75.721,77.922,80.624,83.325,85.526
500,75.752,77.954,80.658,83.361,85.564
501,75.784,77.987,80.692,83.397,85.6
502,75.814,78.019,80.726,83.433,85.638
503,75.845,78.052,80.76,83.469,85.675
504,75.875,78.084,80.794,83.505,85.713
505,75.906,78.116,80.828,83.541,85.751
506,75.936,78.148,80.862,83.577,85.788
507,75.966,78.18,80.896,83.613,85.826
508,75.997,78.212,80.93,83.649,85.863
509,76.027,78.244,80.964,83.684,85.901
510,76.057,78.275,80.998,83.72,85.938
511,76.088,78.307,81.032,83.756,85.976
512,76.118,78.339,81.066,83.792,86.013
513,76.15,78.372,81.099,83.827,86.049
514,76.18,78.403,81.133,83.863,86.086
515,76.21,78.435,81.167,83.898,86.123
516,76.24,78.467,81.2,83.934,86.161
517,76.27,78.499,81.234,83.969,86.198
518,76.3,78.53,81.268,84.005,86.235
519,76.33,78.562,81.301,84.041,86.272
520,76.36,78.593,81.335,84.076,86.31
521,76.39,78.625,81.368,84.112,86.347
522,76.42,78.657,81.402,84.147,86.384
523,76.45,78.688,81.435,84.183,86.421
524,76.48,78.72,81.469,84.218,86.458
525,76.51,78.751,81.502,84.253,86.495
526,76.539,78.782,81.536,84.289,86.532
527,76.569,78.814,81.569,84.324,86.569
528,76.599,78.845,81.602,84.359,86.606
529,76.629,78.876,81.636,84.395,86.643
530,76.66,78.909,81.669,84.429,86.678
531,76.69,78.94,81.702,84.464,86.715
532,76.719,78.971,81.735,84.499,86.751
533,76.749,79.002,81.769,84.535,86.788
534,76.778,79.034,81.802,84.57,86.825
535,76.808,79.065,81.835,84.605,86.862
536,76.837,79.096,81.868,84.64,86.898
537,76.867,79.127,81.901,84.675,86.935
538,76.896,79.158,81.934,84.71,86.972
539,76.926,79.189,81.967,84.745,87.008
540,76.955,79.22,82,84.78,87.045
541,76.985,79.251,82.033,84.815,87.081
542,77.014,79.282,82.066,84.85,87.118
543,77.043,79.313,82.099,84.885,87.154
544,77.073,79.344,82.132,84.919,87.191
545,77.102,79.375,82.164,84.954,87.227
546,77.131,79.406,82.197,84.989,87.263
547,77.16,79.436,82.23,85.024,87.3
548,77.19,79.467,82.263,85.058,87.336
549,77.219,79.498,82.296,85.093,87.372
550,77.248,79.529,82.328,85.128,87.409
551,77.277,79.559,82.361,85.162,87.445
552,77.306,79.59,82.394,85.197,87.481
553,77.335,79.621,82.426,85.232,87.517
554,77.364,79.651,82.459,85.266,87.553
555,77.393,79.682,82.491,85.301,87.589
556,77.422,79.712,82.524,85.335,87.625
557,77.451,79.743,82.556,85.37,87.662
558,77.48,79.773,82.589,85.404,87.698
559,77.509,79.804,82.621,85.438,87.734
560,77.538,79.834,82.654,85.473,87.769
561,77.566,79.865,82.686,85.507,87.805
562,77.595,79.895,82.718,85.541,87.841
563,77.624,79.925,82.751,85.576,87.877
564,77.653,79.956,82.783,85.61,87.913
565,77.681,79.986,82.815,85.644,87.949
566,77.71,80.016,82.847,85.678,87.985
567,77.739,80.047,82.88,85.712,88.02
568,77.767,80.077,82.912,85.747,88.056
569,77.796,80.107,82.944,85.781,88.092
570,77.824,80.137,82.976,85.815,88.127
571,77.853,80.167,83.008,85.849,88.163
572,77.881,80.197,83.04,85.883,88.199
573,77.91,80.227,83.072,85.917,88.234
574,77.938,80.257,83.104,85.951,88.27
575,77.967,80.287,83.136,85.985,88.305
576,77.994,80.317,83.168,86.019,88.342
577,78.022,80.347,83.2,86.053,88.378
578,78.05,80.376,83.232,86.087,88.413
579,78.079,80.406,83.264,86.121,88.449
580,78.107,80.436,83.296,86.155,88.484
581,78.135,80.466,83.327,86.189,88.519
582,78.163,80.496,83.359,86.222,88.555
583,78.192,80.526,83.391,86.256,88.59
584,78.22,80.556,83.423,86.29,88.625
585,78.248,80.585,83.454,86.323,88.661
586,78.276,80.615,83.486,86.357,88.696
587,78.304,80.645,83.518,86.391,88.731
588,78.332,80.674,83.549,86.424,88.766
589,78.36,80.704,83.581,86.458,88.801
590,78.388,80.734,83.612,86.491,88.836
591,78.416,80.763,83.644,86.525,88.872
592,78.444,80.793,83.675,86.558,88.907
593,78.472,80.822,83.707,86.592,88.942
594,78.5,80.852,83.738,86.625,88.977
595,78.528,80.881,83.77,86.658,89.012
596,78.554,80.91,83.801,86.693,89.048
597,78.582,80.939,83.833,86.726,89.083
598,78.61,80.969,83.864,86.759,89.118
599,78.638,80.998,83.895,86.793,89.153
600,78.666,81.028,83.927,86.826,89.188
601,78.693,81.057,83.958,86.859,89.223
602,78.721,81.086,83.989,86.892,89.257
603,78.749,81.115,84.021,86.926,89.292
604,78.776,81.145,84.052,86.959,89.327
605,78.804,81.174,84.083,86.992,89.362
606,78.832,81.203,84.114,87.025,89.396
607,78.859,81.232,84.145,87.058,89.431
608,78.887,81.262,84.176,87.091,89.466
609,78.914,81.291,84.207,87.124,89.5
610,78.94,81.319,84.239,87.158,89.537
611,78.968,81.348,84.27,87.191,89.571
612,78.995,81.377,84.301,87.224,89.606
613,79.023,81.406,84.332,87.257,89.64
614,79.05,81.435,84.363,87.29,89.675
615,79.078,81.464,84.394,87.323,89.709
616,79.105,81.493,84.425,87.356,89.744
617,79.133,81.522,84.455,87.389,89.778
618,79.16,81.551,84.486,87.421,89.813
619,79.187,81.58,84.517,87.454,89.847
620,79.214,81.609,84.548,87.487,89.881
621,79.24,81.637,84.579,87.521,89.917
622,79.267,81.666,84.61,87.553,89.952
623,79.295,81.695,84.64,87.586,89.986
624,79.322,81.723,84.671,87.619,90.02
625,79.349,81.752,84.702,87.651,90.054
626,79.376,81.781,84.732,87.684,90.089
627,79.403,81.81,84.763,87.717,90.123
628,79.43,81.838,84.794,87.749,90.157
629,79.457,81.867,84.824,87.782,90.191
630,79.485,81.896,84.855,87.814,90.225
631,79.51,81.923,84.886,87.848,90.261
632,79.537,81.952,84.916,87.88,90.295
633,79.564,81.98,84.947,87.913,90.329
634,79.591,82.009,84.977,87.945,90.363
