day,p3,p15,p50,p85,p97
1573,97.238,100.894,105.382,109.87,113.526
1574,97.254,100.911,105.4,109.889,113.546
1575,97.269,100.928,105.418,109.909,113.567
1576,97.286,100.945,105.437,109.928,113.587
1577,97.301,100.962,105.455,109.948,113.608
1578,97.318,100.979,105.473,109.967,113.628
1579,97.335,100.996,105.491,109.986,113.648
1580,97.349,101.013,105.509,110.006,113.669
1581,97.366,101.03,105.528,110.025,113.689
1582,97.381,101.047,105.546,110.045,113.711
1583,97.398,101.064,105.564,110.064,113.73
1584,97.413,101.08,105.582,110.084,113.752
1585,97.43,101.098,105.601,110.103,113.772
1586,97.446,101.115,105.619,110.122,113.791
1587,97.461,101.132,105.637,110.142,113.813
1588,97.478,101.149,105.655,110.161,113.832
1589,97.493,101.166,105.674,110.181,113.854
1590,97.51,101.183,105.692,110.2,113.874
1591,97.525,101.199,105.71,110.221,113.895
1592,97.541,101.217,105.728,110.24,113.915
1593,97.558,101.234,105.746,110.258,113.934
1594,97.573,101.251,105.765,110.279,113.956
1595,97.59,101.268,105.783,110.298,113.976
1596,97.605,101.284,105.801,110.318,113.997
1597,97.621,101.302,105.819,110.337,114.017
1598,97.636,101.318,105.837,110.357,114.039
1599,97.653,101.335,105.856,110.376,114.058
1600,97.67,101.353,105.874,110.395,114.078
1601,97.685,101.369,105.892,110.415,114.099
1602,97.701,101.387,105.91,110.434,114.119
1603,97.716,101.403,105.928,110.454,114.141
1604,97.733,101.42,105.947,110.473,114.16
1605,97.748,101.437,105.965,110.493,114.182
1606,97.765,101.454,105.983,110.512,114.201
1607,97.781,101.472,106.001,110.531,114.221
1608,97.796,101.488,106.019,110.551,114.243
1609,97.813,101.505,106.038,110.57,114.262
1610,97.828,101.522,106.056,110.59,114.284
1611,97.844,101.539,106.074,110.609,114.304
1612,97.859,101.555,106.092,110.629,114.325
1613,97.876,101.573,106.11,110.648,114.345
1614,97.891,101.589,106.129,110.668,114.366
1615,97.908,101.606,106.147,110.687,114.386
1616,97.924,101.624,106.165,110.706,114.405
1617,97.939,101.64,106.183,110.726,114.427
1618,97.956,101.658,106.201,110.745,114.447
1619,97.971,101.674,106.22,110.765,114.468
1620,97.987,101.691,106.238,110.784,114.488
1621,98.002,101.708,106.256,110.804,114.509
1622,98.019,101.725,106.274,110.823,114.529
1623,98.036,101.742,106.292,110.842,114.549
1624,98.051,101.759,106.31,110.862,114.57
1625,98.067,101.776,106.329,110.881,114.59
1626,98.082,101.792,106.347,110.901,114.611
1627,98.099,101.81,106.365,110.92,114.631
1628,98.116,101.827,106.383,110.939,114.651
1629,98.13,101.843,106.401,110.959,114.672
1630,98.147,101.861,106.419,110.978,114.692
1631,98.162,101.877,106.438,110.998,114.713
1632,98.179,101.894,106.456,111.017,114.733
1633,98.193,101.911,106.474,111.037,114.754
1634,98.21,101.928,106.492,111.056,114.774
1635,98.227,101.946,106.51,111.075,114.794
1636,98.242,101.962,106.528,111.095,114.815
1637,98.258,101.979,106.547,111.114,114.835
1638,98.273,101.995,106.565,111.134,114.856
1639,98.29,102.013,106.583,111.153,114.876
1640,98.305,102.029,106.601,111.173,114.897
1641,98.321,102.047,106.619,111.192,114.917
1642,98.338,102.064,106.637,111.211,114.937
1643,98.353,102.08,106.656,111.231,114.958
1644,98.369,102.098,106.674,111.25,114.978
1645,98.384,102.114,106.692,111.27,114.999
1646,98.401,102.131,106.71,111.289,115.019
1647,98.416,102.147,106.728,111.309,115.04
1648,98.432,102.165,106.746,111.328,115.06
1649,98.449,102.182,106.764,111.347,115.08
1650,98.464,102.198,106.783,111.367,115.101
1651,98.481,102.216,106.801,111.385,115.121
1652,98.495,102.232,106.819,111.406,115.142
1653,98.512,102.249,106.837,111.424,115.162
1654,98.527,102.266,106.855,111.445,115.183
1655,98.543,102.283,106.873,111.463,115.203
1656,98.56,102.3,106.891,111.482,115.222
1657,98.575,102.317,106.91,111.502,115.244
1658,98.592,102.334,106.928,111.521,115.264
1659,98.606,102.35,106.946,111.541,115.285
1660,98.623,102.368,106.964,111.56,115.305
1661,98.638,102.384,106.982,111.58,115.326
1662,98.654,102.401,107,111.599,115.346
1663,98.671,102.419,107.018,111.618,115.365
1664,98.686,102.435,107.036,111.638,115.387
1665,98.703,102.452,107.055,111.657,115.406
1666,98.717,102.468,107.073,111.677,115.428
1667,98.734,102.486,107.091,111.696,115.448
1668,98.751,102.503,107.109,111.715,115.467
1669,98.765,102.519,107.127,111.735,115.489
1670,98.782,102.537,107.145,111.754,115.508
1671,98.797,102.553,107.163,111.774,115.53
1672,98.814,102.57,107.181,111.793,115.549
1673,98.828,102.586,107.2,111.813,115.571
1674,98.845,102.604,107.218,111.831,115.59
1675,98.862,102.621,107.236,111.85,115.61
1676,98.876,102.637,107.254,111.87,115.631
1677,98.893,102.655,107.272,111.889,115.651
1678,98.908,102.671,107.29,111.909,115.672
1679,98.924,102.688,107.308,111.928,115.692
1680,98.941,102.706,107.326,111.947,115.712
1681,98.956,102.722,107.344,111.967,115.733
1682,98.972,102.739,107.363,111.986,115.753
1683,98.987,102.755,107.381,112.006,115.774
1684,99.004,102.773,107.399,112.025,115.794
1685,99.019,102.789,107.417,112.045,115.815
1686,99.035,102.806,107.435,112.064,115.835
1687,99.052,102.824,107.453,112.083,115.854
1688,99.067,102.84,107.471,112.103,115.876
1689,99.083,102.857,107.489,112.122,115.895
1690,99.098,102.873,107.507,112.142,115.917
1691,99.115,102.891,107.526,112.16,115.936
1692,99.129,102.907,107.544,112.18,115.958
1693,99.146,102.924,107.562,112.199,115.977
1694,99.163,102.941,107.58,112.218,115.997
1695,99.177,102.958,107.598,112.238,116.018
1696,99.194,102.975,107.616,112.257,116.038
1697,99.209,102.991,107.634,112.277,116.06
1698,99.225,103.008,107.652,112.296,116.079
1699,99.242,103.026,107.67,112.315,116.098
1700,99.257,103.042,107.688,112.335,116.12
1701,99.273,103.059,107.706,112.354,116.14
1702,99.288,103.075,107.725,112.374,116.161
1703,99.305,103.093,107.743,112.392,116.181
1704,99.319,103.109,107.761,112.412,116.202
1705,99.336,103.126,107.779,112.431,116.222
1706,99.353,103.144,107.797,112.45,116.241
1707,99.367,103.16,107.815,112.47,116.263
1708,99.384,103.177,107.833,112.489,116.282
1709,99.399,103.193,107.851,112.509,116.304
1710,99.415,103.211,107.869,112.528,116.323
1711,99.432,103.228,107.887,112.547,116.343
1712,99.446,103.244,107.905,112.567,116.364
1713,99.463,103.261,107.923,112.586,116.384
1714,99.478,103.277,107.942,112.606,116.405
1715,99.494,103.295,107.96,112.624,116.425
1716,99.511,103.312,107.978,112.643,116.444
1717,99.526,103.328,107.996,112.663,116.466
1718,99.542,103.346,108.014,112.682,116.485
1719,99.557,103.362,108.032,112.702,116.507
1720,99.574,103.379,108.05,112.721,116.526
1721,99.588,103.395,108.068,112.741,116.548
1722,99.605,103.412,108.086,112.76,116.567
1723,99.622,103.43,108.104,112.779,116.587
1724,99.636,103.446,108.122,112.799,116.608
1725,99.653,103.463,108.14,112.817,116.628
1726,99.667,103.479,108.158,112.837,116.649
1727,99.684,103.497,108.176,112.856,116.669
1728,99.701,103.514,108.195,112.875,116.688
1729,99.715,103.53,108.213,112.895,116.71
1730,99.732,103.547,108.231,112.914,116.729
1731,99.747,103.564,108.249,112.934,116.751
1732,99.763,103.581,108.267,112.953,116.77
1733,99.78,103.598,108.285,112.972,116.79
1734,99.794,103.614,108.303,112.991,116.811
1735,99.811,103.631,108.321,113.01,116.831
1736,99.826,103.648,108.339,113.03,116.852
1737,99.842,103.665,108.357,113.049,116.872
1738,99.857,103.681,108.375,113.069,116.893
1739,99.874,103.698,108.393,113.088,116.913
1740,99.89,103.716,108.411,113.107,116.932
1741,99.905,103.732,108.429,113.127,116.954
1742,99.921,103.749,108.447,113.146,116.973
1743,99.936,103.765,108.465,113.165,116.995
1744,99.953,103.782,108.483,113.184,117.014
1745,99.969,103.8,108.501,113.203,117.034
1746,99.984,103.816,108.519,113.223,117.055
1747,100.001,103.833,108.538,113.242,117.074
1748,100.015,103.849,108.556,113.262,117.096
1749,100.032,103.866,108.574,113.281,117.115
1750,100.048,103.884,108.592,113.299,117.135
1751,100.063,103.9,108.61,113.319,117.156
1752,100.08,103.917,108.628,113.338,117.176
1753,100.094,103.933,108.646,113.358,117.197
1754,100.111,103.951,108.664,113.377,117.217
1755,100.127,103.968,108.682,113.396,117.236
1756,100.142,103.984,108.7,113.416,117.258
1757,100.159,104.001,108.718,113.435,117.277
1758,100.173,104.017,108.736,113.455,117.299
1759,100.19,104.034,108.754,113.473,117.318
1760,100.204,104.051,108.772,113.493,117.34
1761,100.221,104.068,108.79,113.512,117.359
1762,100.237,104.085,108.808,113.531,117.379
1763,100.252,104.101,108.826,113.551,117.4
1764,100.269,104.119,108.844,113.57,117.42
1765,100.283,104.135,108.862,113.59,117.441
1766,100.3,104.152,108.88,113.608,117.46
1767,100.316,104.169,108.898,113.627,117.48
1768,100.331,104.185,108.916,113.647,117.501
1769,100.348,104.202,108.934,113.666,117.521
1770,100.362,104.219,108.952,113.686,117.542
1771,100.379,104.236,108.97,113.705,117.562
1772,100.395,104.253,108.988,113.724,117.581
1773,100.41,104.269,109.006,113.743,117.603
1774,100.426,104.286,109.024,113.762,117.622
1775,100.441,104.302,109.042,113.782,117.644
1776,100.458,104.32,109.06,113.801,117.663
1777,100.474,104.337,109.078,113.82,117.682
1778,100.489,104.353,109.096,113.84,117.704
1779,100.505,104.37,109.114,113.859,117.723
1780,100.52,104.386,109.132,113.878,117.745
1781,100.536,104.404,109.15,113.897,117.764
1782,100.553,104.421,109.168,113.916,117.784
1783,100.568,104.437,109.186,113.936,117.805
1784,100.584,104.454,109.204,113.955,117.825
1785,100.599,104.47,109.222,113.975,117.846
1786,100.615,104.487,109.24,113.993,117.866
1787,100.632,104.505,109.258,114.012,117.885
1788,100.646,104.521,109.276,114.032,117.906
1789,100.663,104.538,109.294,114.051,117.926
1790,100.677,104.554,109.312,114.071,117.947
1791,100.694,104.571,109.33,114.09,117.967
1792,100.711,104.588,109.348,114.108,117.986
1793,100.725,104.605,109.366,114.128,118.008
1794,100.742,104.622,109.384,114.147,118.027
1795,100.756,104.638,109.402,114.167,118.048
1796,100.773,104.655,109.42,114.186,118.068
1797,100.789,104.672,109.438,114.204,118.087
1798,100.804,104.688,109.456,114.224,118.109
1799,100.82,104.705,109.474,114.243,118.128
1800,100.835,104.722,109.492,114.263,118.15
1801,100.851,104.739,109.51,114.282,118.169
1802,100.868,104.756,109.528,114.301,118.188
1803,100.882,104.772,109.546,114.32,118.21
1804,100.899,104.789,109.564,114.339,118.229
1805,100.914,104.805,109.582,114.359,118.251
1806,100.93,104.822,109.6,114.378,118.27
1807,100.947,104.84,109.618,114.397,118.29
1808,100.961,104.856,109.636,114.417,118.311
1809,100.978,104.873,109.654,114.435,118.33
1810,100.992,104.889,109.672,114.455,118.352
1811,101.009,104.906,109.69,114.474,118.371
1812,101.025,104.923,109.708,114.493,118.391
1813,101.04,104.939,109.726,114.513,118.412
1814,101.056,104.956,109.744,114.531,118.432
1815,101.071,104.972,109.762,114.551,118.453
1816,101.087,104.99,109.78,114.57,118.472
1817,101.104,105.007,109.798,114.589,118.492
1818,101.118,105.023,109.816,114.609,118.513
1819,101.135,105.04,109.834,114.627,118.533
1820,101.149,105.056,109.852,114.647,118.554
1821,101.166,105.073,109.87,114.666,118.573
1822,101.182,105.09,109.888,114.685,118.593
1823,101.197,105.106,109.906,114.705,118.614
1824,101.213,105.124,109.923,114.723,118.633
1825,101.228,105.14,109.941,114.743,118.655
1826,101.244,105.157,109.959,114.762,118.674
1827,101.261,105.174,109.977,114.781,118.694
1828,101.275,105.19,109.995,114.8,118.715
1829,101.292,105.207,110.013,114.819,118.734
1830,101.306,105.223,110.031,114.839,118.756
1831,101.323,105.24,110.049,114.858,118.775
1832,101.339,105.257,110.067,114.876,118.795
1833,101.354,105.273,110.085,114.896,118.816
1834,101.37,105.291,110.103,114.915,118.835
1835,101.385,105.307,110.121,114.935,118.857
1836,101.401,105.324,110.139,114.954,118.876
1837,101.418,105.341,110.157,114.972,118.896
1838,101.432,105.357,110.175,114.992,118.917
1839,101.449,105.374,110.192,115.011,118.936
1840,101.463,105.39,110.21,115.031,118.958
1841,101.48,105.407,110.228,115.049,118.977
1842,101.496,105.424,110.246,115.068,118.996
1843,101.51,105.44,110.264,115.088,119.018
1844,101.527,105.457,110.282,115.107,119.037
1845,101.541,105.473,110.3,115.127,119.059
1846,101.558,105.491,110.318,115.145,119.078
1847,101.574,105.508,110.336,115.164,119.097
1848,101.589,105.524,110.354,115.184,119.119
1849,101.605,105.541,110.372,115.202,119.138
1850,101.622,105.558,110.39,115.221,119.157
1851,101.636,105.574,110.407,115.241,119.179
1852,101.653,105.591,110.425,115.26,119.198
1853,101.667,105.607,110.443,115.279,119.219
1854,101.683,105.624,110.461,115.298,119.239
1855,101.7,105.641,110.479,115.317,119.258
1856,101.714,105.657,110.497,115.337,119.279
